ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude_decimal_degrees,longitude_decimal_degrees
03PA,heliport,Collegeville Heliport,197,NA,US,US-PA,Collegeville,03PA,,03PA,40.16289902,-75.46569824
03PN,heliport,M.P. Metals Heliport,479,NA,US,US-PA,Berwick,03PN,,03PN,41.066861,-76.180806
03PR,small_airport,Sun View Field Airport,980,NA,US,US-KS,Bonner Springs,03PR,,03PR,39.065947,-94.921703
03PS,closed,Ziggy's Field,1050,NA,US,US-PA,Bellefonte,,,,40.849998,-77.905602
03S,small_airport,Sandy River Airport,704,NA,US,US-OR,Sandy,03S,,03S,45.40179825,-122.2289963
03SC,heliport,Seacoast Medical Center Heliport,73,NA,US,US-SC,Little River,03SC,,03SC,33.86500168,-78.66190338
03TA,closed,Gay Hill Farm Airport,505,NA,US,US-TX,Gay Hill,,,,30.262699,-96.500198
03TE,small_airport,Barronena Ranch Airport,600,NA,US,US-TX,Hebbronville,03TE,,03TE,27.49110031,-98.66950226
03TN,heliport,Eagles Landing Heliport,1000,NA,US,US-TN,Sevierville,03TN,,03TN,35.92250061,-83.57939911
03TS,heliport,Shannon Medical Center Heliport,1825,NA,US,US-TX,San Angelo,03TS,,03TS,31.4598999,-100.4380035
03TX,heliport,M D K Field,50,NA,US,US-TX,Pearland,03TX,,03TX,29.58160019,-95.30719757
03UT,small_airport,A Z Minerals Corporation Airport,5315,NA,US,US-UT,Mexican Hat,03UT,,03UT,37.12080002,-109.9860001
03VA,closed,Whipoorwill Springs Airport,250,NA,US,US-VA,Nokesville,03VA,,03VA,38.66460037,-77.57969666
03WA,small_airport,Spangle Field,2440,NA,US,US-WA,Spangle,03WA,,03WA,47.40819931,-117.3720016
03WI,small_airport,Zink Airport,880,NA,US,US-WI,Berlin,03WI,,03WI,44.028873,-88.883945
03WN,small_airport,Aerostone Ranch Airport,2320,NA,US,US-WA,Goldendale,03WN,,03WN,45.875,-120.6699982
03XS,small_airport,Creekside Airport,2100,NA,US,US-TX,Mertzon,03XS,,03XS,31.31809998,-100.7539978
04AA,small_airport,Flying W Ranch Airport,250,NA,US,US-AK,Soldotna,04AA,,04AA,60.535833,-150.811387
04AL,heliport,Anniston AHP (Anniston Army Depot),686,NA,US,US-AL,Anniston,04AL,,04AL,33.62639999,-85.96720123
04AR,heliport,Saline Memorial Hospital Heliport,430,NA,US,US-AR,Benton,04AR,,04AR,34.574319,-92.586047
04AZ,closed,(Old) Chinle Airport,5515,NA,US,US-AZ,Chinle,04AZ,,04AZ,36.147197,-109.560771
04CA,small_airport,Gray Butte Field,3020,NA,US,US-CA,Palmdale,KGXA,,04CA,34.5639,-117.675003
04CL,small_airport,Hunt's Sky Ranch Airport,2310,NA,US,US-CA,Julian,04CL,,04CL,33.08169937,-116.4410019
04CT,heliport,Shingle Mill Heliport,880,NA,US,US-CT,Harwinton,04CT,,04CT,41.75510025,-73.05239868
04F,closed,De Leon Municipal Airport,1293,NA,US,US-TX,De Leon,,,,32.098801,-98.525325
04FA,small_airport,Richards Field,9,NA,US,US-FL,Homestead,04FA,,04FA,25.55870056,-80.51509857
04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,37,NA,US,US-FL,Brandon,04FD,,04FD,27.929372,-82.336981
04FL,small_airport,Cross Creek Farms Airport,30,NA,US,US-FL,Ormond,04FL,,04FL,29.23940086,-81.22200012
04I,small_airport,Columbus Southwest Airport,920,NA,US,US-OH,Columbus,04I,,04I,39.91120148,-83.188797
04IA,small_airport,Middlekoop Airport,801,NA,US,US-IA,Packwood,04IA,,04IA,41.0882988,-92.05460358
04ID,small_airport,Lanham Field,2343,NA,US,US-ID,Emmett,04ID,,04ID,43.87770081,-116.5370026
04II,small_airport,Turkey Run Airport,765,NA,US,US-IN,New Haven,04II,,04II,41.13059998,-84.99410248
04IL,small_airport,Schertz Aerial Service - Hudson Airport,755,NA,US,US-IL,Hudson,04IL,,04IL,40.63750076,-89.00700378
04IN,seaplane_base,Lake Gage Seaplane Base,954,NA,US,US-IN,Angola,04IN,,04IN,41.701389,-85.113056
04IS,small_airport,Van Gorder Airport,728,NA,US,US-IL,Mansfield,04IS,,04IS,40.17860031,-88.56900024
04KS,heliport,Robinson Industries Heliport,835,NA,US,US-KS,Lawrence,04KS,,04KS,38.97890091,-95.21970367
04KY,small_airport,Natchez Trace Farm Airport,710,NA,US,US-KY,Hiseville,04KY,,04KY,37.13510132,-85.78939819
04LA,heliport,St James Heliport,10,NA,US,US-LA,Lutcher,04LA,,04LA,30.051111,-90.702222
04LL,small_airport,Brunner Airport,750,NA,US,US-IL,West Dundee,04LL,,04LL,42.13610077,-88.28759766
04LS,heliport,La National Guard Heliport,52,NA,US,US-LA,Baton Rouge,04LS,,04LS,30.44610023,-91.1053009
04MA,closed,Goddard Field (Airport),200,NA,US,US-MA,Haverhill,04MA,,04MA,42.80979919,-71.1391983
04MD,heliport,Chesapeake City Heliport,40,NA,US,US-MD,Chesapeake City,04MD,,04MD,39.51810074,-75.8214035
04ME,small_airport,Beech Hill Airport,625,NA,US,US-ME,Mercer,04ME,,04ME,44.66669846,-69.89389801
04MI,small_airport,Rapids Airway Airport,880,NA,US,US-MI,Eaton Rapids,04MI,,04MI,42.53450012,-84.62830353
04MN,small_airport,Helblad Airport,1195,NA,US,US-MN,Kelliher,04MN,,04MN,47.9858017,-94.68689728
04MO,small_airport,Airpark Private Airport,767,NA,US,US-MO,Vandalia,04MO,,04MO,39.30120087,-91.45149994
04MS,small_airport,Nick's Flying Service Inc Airport,100,NA,US,US-MS,Rolling Fork,04MS,,04MS,32.9396019,-90.83730316
04MT,small_airport,Pluhar Airport,2715,NA,US,US-MT,Cohagen,04MT,,04MT,47.13749778,-106.488095
04NC,heliport,Western Wake Medical Center Heliport,445,NA,US,US-NC,Cary,04NC,,04NC,35.73920059,-78.78220367
04NE,small_airport,Mc Connell Field Airport,3035,NA,US,US-NE,Sarben,04NE,,04NE,41.15999985,-101.2990036
04NJ,small_airport,Emmanuel Airport,155,NA,US,US-NJ,Elmer,04NJ,,04NJ,39.59680176,-75.23349762
04NV,small_airport,Kingston Ranch Airport,2620,NA,US,US-NV,Sandy Valley,04NV,,04NV,35.75550079,-115.6650009
04NY,small_airport,Klaverack Airport,250,NA,US,US-NY,Hudson,04NY,,04NY,42.26229858,-73.69619751
04OG,heliport,Teufel Heliport,185,NA,US,US-OR,Forest Grove,04OG,,04OG,45.530833,-123.085556
04OH,closed,Bossow Airport,1080,NA,US,US-OH,Garrettsville,,,,41.2477,-81.100701
04OK,heliport,Stillwater Medical Center Heliport,984,NA,US,US-OK,Stillwater,04OK,,04OK,36.11529922,-97.07949829
04OR,small_airport,Collins Landing Strip,1500,NA,US,US-OR,Mitchell,04OR,,04OR,44.74990082,-120.2009964
04PA,heliport,S & C Distribution Center Heliport,50,NA,US,US-PA,Philadelphia,04PA,,04PA,39.87929916,-75.22879791
04PN,heliport,Strawbridge & Clothier Exton Heliport,320,NA,US,US-PA,Exton,04PN,,04PN,40.0306619,-75.63021
04SC,heliport,Emergency Helipad,994,NA,US,US-SC,Easley,04SC,,04SC,34.84059906,-82.60690308
04SD,heliport,Cheyenne River Health Center Heliport,2437,NA,US,US-SD,Eagle Butte,04SD,,04SD,44.993124,-101.243011
04TA,closed,Capitol National Bank Building Heliport,540,NA,US,US-TX,Austin,04TA,,04TA,30.270262,-97.745275
04TE,heliport,Veterans Affairs Medical Center Heliport,49,NA,US,US-TX,Houston,04TE,,04TE,29.70019913,-95.38739777
04TN,small_airport,Hensley Airpark,1430,NA,US,US-TN,Chuckey,04TN,,04TN,36.18330002,-82.67890167
04TS,heliport,Hummingbird Heliport,690,NA,US,US-TX,Hutto,04TS,,04TS,30.55349922,-97.60610199
04TX,small_airport,Pocock Airport,565,NA,US,US-TX,China Spring,04TX,,04TX,31.73220062,-97.36889648
04UT,small_airport,Navajo Mountain Airport,6160,NA,US,US-UT,Navajo Mountain Trdng Post,04UT,,04UT,37.00830078,-110.7949982
04V,small_airport,Saguache Municipal Airport,7826,NA,US,US-CO,Saguache,04V,,04V,38.0990833,-106.1743889
04VA,heliport,Russell County Medical Center Heliport,2004,NA,US,US-VA,Lebanon,04VA,,04VA,36.898,-82.078
04VG,small_airport,Manquin Flight Park Ultralightport,50,NA,US,US-VA,Manquin,04VG,,04VG,37.71440125,-77.21179962
04VT,small_airport,Lightning Bolt Field Airport,2156,NA,US,US-VT,Cabot,04VT,,04VT,44.40110016,-72.26360321
04W,small_airport,Field of Dreams Airport,1021,NA,US,US-MN,Hinckley,04W,,04W,46.02280045,-92.895401
04WA,small_airport,Ox Meadows Airport,2345,NA,US,US-WA,Spokane,04WA,,04WA,47.58179855,-117.4369965
04WI,small_airport,Dutch Gap Airstrip,760,NA,US,US-WI,Bristol,04WI,,04WI,42.52339935,-88.01670074
04WN,small_airport,Stillwater Creek Airport,1510,NA,US,US-WA,Royal City,04WN,,04WN,46.963889,-119.641667
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137,NA,US,US-WV,Morgantown,04WV,,04WV,39.65361111,-79.95611111
04XA,small_airport,Pecan Field,1130,NA,US,US-TX,Jermyn,04XA,,04XA,33.283933,-98.402861
04XS,closed,Schmidts Heliport,625,NA,US,US-TX,Mansfield,,,,32.5821,-97.142502
05AK,small_airport,Wasilla Creek Airpark,620,NA,US,US-AK,Palmer,05AK,,05AK,61.66830063,-149.1880035
05AL,heliport,Allen Stagefield Army Heliport,365,NA,US,US-AL,Fort Rucker/Wicksburg,05AL,,05AL,31.23119926,-85.64969635
05AR,small_airport,Ozark Skies Airpark,1900,NA,US,US-AR,Kingston,05AR,,05AR,36.000633,-93.57025
05AZ,heliport,Yuma Regional Medical Center Heliport,200,NA,US,US-AZ,Yuma,05AZ,,05AZ,32.683452,-114.634346
05B,seaplane_base,Van Buren Seaplane Base,440,NA,US,US-ME,Van Buren,,,05B,47.158901,-67.931999
05CA,heliport,Lost Hills Sheriff's Station Heliport,888,NA,US,US-CA,Calabasas,05CA,,05CA,34.13779831,-118.7139969
05CL,small_airport,Pope Valley Airport,618,NA,US,US-CA,Pope Valley,05CL,,05CL,38.6106987,-122.3909988
05CO,small_airport,Rancho De Aereo Airport,4978,NA,US,US-CO,Mead,05CO,,05CO,40.2149839,-104.9844228
05CT,heliport,O And G Heliport,600,NA,US,US-CT,Torrington,05CT,,05CT,41.77370071,-73.11620331
05FA,small_airport,Melanie's Airport,295,NA,US,US-FL,Florala,05FA,,05FA,30.91889954,-86.21829987
05FD,heliport,Aventura Heliport,6,NA,US,US-FL,North Miami Beach,05FD,,05FD,25.96089935,-80.1391983
05FL,small_airport,Charlton Strip,36,NA,US,US-FL,La Belle,05FL,,05FL,26.5230999,-81.40830231
05GA,small_airport,Raju Airport,625,NA,US,US-GA,Richland,05GA,,05GA,32.07139969,-84.71440125
05IA,small_airport,Spotts Field,1155,NA,US,US-IA,Nora Springs,05IA,,05IA,43.13750076,-93.06829834
05ID,small_airport,Running Creek Ranch Airport,2969,NA,US,US-ID,Grangeville,05ID,,05ID,45.914101,-114.835999
05II,small_airport,Reichhart Airport,795,NA,US,US-IN,New Haven,05II,,05II,41.02870178,-84.99720001
05IL,small_airport,Classic Landings Airport,635,NA,US,US-IL,Bonfield,05IL,,05IL,41.15670013,-88.01670074
05IN,small_airport,Cooper Airport,860,NA,US,US-IN,Belleville,05IN,,05IN,39.64199829,-86.5042038
05IS,small_airport,Hardy Airport,605,NA,US,US-IL,Mount Auburn,05IS,,05IS,39.72589874,-89.26399994
05KS,small_airport,Darbro Field,945,NA,US,US-KS,Elk City,05KS,,05KS,37.26620102,-95.959198
05KY,small_airport,Cartersville Airport,1070,NA,US,US-KY,Berea,05KY,,05KY,37.53689957,-84.40720367
05LA,small_airport,Greg's Flying Service Airport,76,NA,US,US-LA,Baskin,05LA,,05LA,32.26530075,-91.69779968
05LL,heliport,Midwest Heliport,710,NA,US,US-IL,Willowbrook,05LL,,05LL,41.74890137,-87.93509674
05LS,small_airport,Grass Roots Airport,83,NA,US,US-LA,Alexandria,05LS,,05LS,31.25219917,-92.47579956
05M,heliport,Pauls Valley General Hospital Heliport,911,NA,US,US-OK,Pauls Valley,,,,34.71979,-97.214237
05MA,heliport,Bentley Heliport,80,NA,US,US-MA,Ipswich,05MA,,05MA,42.69120026,-70.91230011
05MD,small_airport,Breezecroft Airport,20,NA,US,US-MD,Chestertown,05MD,,05MD,39.25009918,-76.2052002
05ME,small_airport,Drisko Airport,70,NA,US,US-ME,Jonesboro,05ME,,05ME,44.6570015,-67.55919647
05MN,heliport,Northern Pines Medical Center Heliport,1446,NA,US,US-MN,Aurora,05MN,,05MN,47.5175001,-92.2302778
05MO,heliport,Portageville Community Heliport,272,NA,US,US-MO,Portageville,05MO,,05MO,36.42979813,-89.68009949
05MS,heliport,Va Medical Center Jackson Heliport,359,NA,US,US-MS,Jackson,05MS,,05MS,32.31890106,-90.16809845
05MT,small_airport,Jones Landing,4364,NA,US,US-MT,Belgrade,05MT,,05MT,45.815368,-111.152163
05NC,closed,Brunswick Community Hospital Heliport,63,NA,US,US-NC,Supply,,,,34.008099,-78.2911
05NE,small_airport,Mc Kay Airport,2010,NA,US,US-NE,Spalding,05NE,,05NE,41.72219849,-98.30899811
05NH,heliport,Stumpfield Heliport,200,NA,US,US-NH,Kensington,05NH,,05NH,42.9239006,-70.95140076
05NJ,heliport,Paulus Hook Pier Heliport,7,NA,US,US-NJ,Jersey City,05NJ,,05NJ,40.7140007,-74.03150177
05NV,small_airport,Baker Ranches Airport,5180,NA,US,US-NV,Baker,05NV,,05NV,39.0311,-114.088219
05NY,heliport,Oswego County At Pulaski Heliport,445,NA,US,US-NY,Pulaski,05NY,,05NY,43.55199814,-76.09020233
05OI,small_airport,Dorlon Airpark,830,NA,US,US-OH,Columbia Station,05OI,,05OI,41.28839874,-81.96260071
05OK,closed,Hawk Haven Airport,1075,NA,US,US-OK,Crescent,,,,35.8534,-97.567497
05OR,small_airport,Peacock Ranch Airport,3500,NA,US,US-OR,Enterprise,05OR,,05OR,45.44150162,-117.3509979
05PA,heliport,PECO Mob. Heliport,110,NA,US,US-PA,Philadelphia,05PA,,05PA,39.9548,-75.178201
05PN,heliport,State Police Area Iii Heliport,485,NA,US,US-PA,Harrisburg,05PN,,05PN,40.30009842,-76.85800171
05PS,small_airport,Mills Brothers Airport,1210,NA,US,US-PA,Burnt Cabins,05PS,,05PS,40.14279938,-77.86190033
05S,small_airport,Vernonia Airfield,647,NA,US,US-OR,Vernonia,05S,,05S,45.85150146,-123.2419968
05TA,small_airport,Brandes Air Field,276,NA,US,US-TX,Sealy,05TA,,05TA,29.8090992,-96.26509857
05TE,small_airport,Hilde-Griff Field,950,NA,US,US-TX,Georgetown,05TE,,05TE,30.7220993,-97.79139709
05TN,closed,Thurmond Glenn Field,285,NA,US,US-TN,Covington,,,,35.556998,-89.552903
05TS,small_airport,Dew Drop Airport,750,NA,US,US-TX,Justin,05TS,,05TS,33.12929916,-97.3585968
05TX,small_airport,Circle 'A' Ranch Airport,608,NA,US,US-TX,Blum,05TX,,05TX,32.12919998,-97.40419769
05UT,small_airport,Oljato Airport,4838,NA,US,US-UT,Oljato,05UT,,05UT,37.03329849,-110.3170013
05V,small_airport,Blanca Airport,7720,NA,US,US-CO,Blanca,05V,,05V,37.41109848,-105.552002
05VA,small_airport,Providence Airport,445,NA,US,US-VA,Farmville,05VA,,05VA,37.2242012,-78.41860199
05VT,heliport,Port of Highgate Springs Heliport,68,NA,US,US-VT,Highgate Springs,05VT,,05VT,45.01330185,-73.08670044
05WA,heliport,Sacred Heart Medical Center Helistop,2220,NA,US,US-WA,Spokane,05WA,,05WA,47.64820099,-117.4140015
05WI,small_airport,Ames Private Airport,958,NA,US,US-WI,Darien,05WI,,05WI,42.65110016,-88.74590302
05WN,small_airport,Flat Creek Field,1570,NA,US,US-WA,Kettle Falls,05WN,,05WN,48.702222,-118.0475
05XS,small_airport,Johnson Memorial Airport,105,NA,US,US-AR,Wilmot,05XS,,05XS,33.07929993,-91.54319763
05Y,small_airport,Henning Municipal Airport,1455,NA,US,US-MN,Henning,05Y,,05Y,46.30379868,-95.4394989
06AK,small_airport,June Lake Airpark,425,NA,US,US-AK,Wasilla,06AK,,06AK,61.627619,-149.575331
06AL,heliport,Brown Stagefield Army Heliport,415,NA,US,US-AL,Fort Rucker/New Brockton,06AL,,06AL,31.38839912,-85.97239685
06AR,small_airport,Bondair Airport,499,NA,US,US-AR,Higden,06AR,,06AR,35.54449844,-92.18489838
06AZ,heliport,Mercy Gilbert Medical Center Heliport,1280,NA,US,US-AZ,Gilbert,06AZ,,06AZ,33.287759,-111.751454
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,115,NA,US,US-ME,Bangor,06B,,06B,44.9070015,-68.80500031
06CA,heliport,Sce Solar I Heliport,1942,NA,US,US-CA,Yermo,06CA,,06CA,34.87080002,-116.8339996
06CL,heliport,Abc7-Tv Heliport,520,NA,US,US-CA,Glendale,06CL,,06CL,35.15719986,-118.2890015
06CO,small_airport,Jecan Airport,5100,NA,US,US-CO,Branson,06CO,,06CO,37.38750076,-103.6910019
06FA,small_airport,William P Gwinn Airport,28,NA,US,US-FL,Jupiter,06FA,,06FA,26.90839958,-80.3289032
06FD,small_airport,Grass Roots Airpark,105,NA,US,US-FL,Mascotte,06FD,,06FD,28.64170074,-81.88500214
06FL,heliport,Morton Plant Hospital Heliport,3,NA,US,US-FL,Clearwater,06FL,,06FL,27.95339966,-82.8042984
06GA,heliport,Smith Heliport,1065,NA,US,US-GA,Redan,06GA,,06GA,33.7533989,-84.16210175
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,536,NA,US,US-IN,French Lick,06I,,06I,38.4333992,-86.69110107
06IA,small_airport,Rich Field,880,NA,US,US-IA,Walford,06IA,,06IA,41.84140015,-91.83429718
06ID,small_airport,Larkin Airport,2750,NA,US,US-ID,Kuna,06ID,,06ID,43.46269989,-116.3590012
06IL,small_airport,Humm Airport,708,NA,US,US-IL,Earlville,06IL,,06IL,41.59949875,-88.86990356
06IN,closed,Ellis Fly-In Airport,575,NA,US,US-IN,Blackhawk,,,,39.282799,-87.303596
06IS,small_airport,Sinele Strip,695,NA,US,US-IL,Nauvoo,06IS,,06IS,40.54639816,-91.27429962
06KS,heliport,Riverside Hospital Airlift Heliport,1332,NA,US,US-KS,Wichita,06KS,,06KS,37.69580078,-97.37249756
06KY,closed,Falcon Heliport,751,NA,US,US-KY,Jackson,,,,37.525902,-83.344901
06LA,heliport,Panther Helicopters Inc Heliport,,NA,US,US-LA,Belle Chasse,06LA,,06LA,29.84600067,-90.02780151
06LL,closed,Hammersmith Heliport,812,NA,US,US-IL,Elburn,,,,41.8736,-88.496901
06LS,heliport,Tembec Heliport,85,NA,US,US-LA,St Francisville,06LS,,06LS,30.70789909,-91.32019806
06MA,heliport,The Barn Heliport,210,NA,US,US-MA,Pepperell,06MA,,06MA,42.69060135,-71.60900116
06MD,heliport,Bayview Heliport,132,NA,US,US-MD,Baltimore,06MD,,06MD,39.29140091,-76.5463028
06ME,heliport,Barker Heliport,649,NA,US,US-ME,Bethel,06ME,,06ME,44.415247,-70.844275
06MI,heliport,W A Foote Memorial Hospital Heliport,978,NA,US,US-MI,Jackson,06MI,,06MI,42.25109863,-84.3914032
06MN,small_airport,Pike Field Airport,1463,NA,US,US-MN,Virginia,06MN,,06MN,47.65190125,-92.41670227
06MO,small_airport,Noahs Ark Airport,755,NA,US,US-MO,Waldron,06MO,,06MO,39.23059845,-94.80439758
06MT,small_airport,Torgerson Airport,3541,NA,US,US-MT,Ethridge,06MT,,06MT,48.55830002,-112.1090012
06N,small_airport,Randall Airport,523,NA,US,US-NY,Middletown,06N,,06N,41.43199921,-74.39160156
06NC,small_airport,Tailwinds Airport,163,NA,US,US-NC,St. Pauls,06NC,,06NC,34.82749939,-78.93029785
06ND,small_airport,Fitterer's Strip,2180,NA,US,US-ND,Glen Ullin,06ND,,06ND,46.74890137,-101.6689987
06NE,heliport,St Marys Hospital Heliport,1015,NA,US,US-NE,Nebraska City,06NE,,06NE,40.68000031,-95.86170197
06NH,small_airport,Cole Farm Airport,160,NA,US,US-NH,Kensington,06NH,,06NH,42.92839813,-70.97309875
06NJ,closed,Chemical Bank - New Jersey Na Heliport,25,NA,US,US-NJ,Moorestown,,,,39.950102,-74.999603
06NV,small_airport,Silver Creek Airport,5556,NA,US,US-NV,Baker,06NV,,06NV,39.098333,-114.150277
06NY,small_airport,Murphy Field,1100,NA,US,US-NY,Auburn,06NY,,06NY,42.84280014,-76.44529724
06O1,heliport,Saint Elizabeth Medical Center Heliport,1020,NA,US,US-OH,Youngstown,06O1,,06O1,41.1147995,-80.65699768
06OH,small_airport,Hal Joy Airfield,1160,NA,US,US-OH,Williamsfield,06OH,,06OH,41.50979996,-80.59120178
06OI,small_airport,Green Acres Airport,915,NA,US,US-OH,New Lebanon,06OI,,06OI,39.73479843,-84.38220215
06OK,heliport,Albert Lodge Heliport,900,NA,US,US-OK,Grove,06OK,,06OK,36.54169846,-94.83360291
06OR,small_airport,Hayden Mountain Airport,850,NA,US,US-OR,Forest Grove,06OR,,06OR,45.46509933,-123.0800018
06PA,small_airport,Freefall Oz Airport,1440,NA,US,US-PA,Ceres,06PA,,06PA,41.995792,-78.288152
06PN,heliport,Schiavoni Heliport,727,NA,US,US-PA,Harrisburg,06PN,,06PN,40.382733,-76.772533
06PS,heliport,Cherokee Island Castle Heliport,760,NA,US,US-PA,West Homestead,06PS,,06PS,40.40230179,-79.9213028
06R,small_airport,Grawunder Field,289,NA,US,US-TX,Bellville,06R,,06R,29.94190025,-96.24610138
06SN,small_airport,Beyer Farm Airport,1340,NA,US,US-KS,Derby,06SN,,06SN,37.58390045,-97.25309753
06TA,small_airport,Glaser Field,480,NA,US,US-TX,Buckholts,06TA,,06TA,30.90850067,-97.11689758
06TE,small_airport,Ainsworth Airport,129,NA,US,US-TX,Cleveland,06TE,,06TE,30.31270027,-95.02690125
06TN,small_airport,Hunter STOLport,640,NA,US,US-TN,Columbia,06TN,,06TN,35.69729996,-86.95690155
06TS,closed,Roscoe Mc Connico Airport,350,NA,US,US-TX,Kerens,,,,32.120701,-96.179101
06TX,small_airport,Diamond N Ranch Airport,215,NA,US,US-TX,Hockley,06TX,,06TX,30.05760002,-95.81289673
06VA,small_airport,Mount Horeb Field,1160,NA,US,US-VA,Grottoes,06VA,,06VA,38.24900055,-78.8553009
06WA,heliport,N A Degerstrom Yard Heliport,2013,NA,US,US-WA,Spokane,06WA,,06WA,47.68629837,-117.197998
06WI,small_airport,Young Private Airport,1075,NA,US,US-WI,Frederic,06WI,,06WI,45.66270065,-92.45020294
06WN,small_airport,Western Airpark,394,NA,US,US-WA,Yelm,06WN,,06WN,46.92499924,-122.5530014
06XS,small_airport,Campbell Field,546,NA,US,US-TX,Aubrey,06XS,,06XS,33.3246994,-97.04419708
06Y,small_airport,Herman Municipal Airport,1068,NA,US,US-MN,Herman,06Y,,06Y,45.83000183,-96.16059875
07AA,small_airport,Pan Lake Strip Airport,357,NA,US,US-AK,Willow,07AA,,07AA,61.6959639,-149.9549028
07AL,heliport,Tac X Stagefield Army Heliport,132,NA,US,US-AL,Fort Rucker/Samson,07AL,,07AL,31.12520027,-85.97910309
07AR,small_airport,Morrilton Airport,300,NA,US,US-AR,Morrilton,07AR,,07AR,35.19449997,-92.80020142
07AZ,closed,John C Lincoln Hospital Heliport,1255,NA,US,US-AZ,Phoenix,07AZ,,07AZ,33.56669998,-112.0690002
07B,small_airport,Blue Hill Airport,360,NA,US,US-ME,Blue Hill,07B,,07B,44.44800186,-68.56970215
07CA,heliport,West Side Hospital Heliport,850,NA,US,US-CA,Taft,07CA,,07CA,35.13890076,-119.4509964
07CL,small_airport,Richvale Airport,100,NA,US,US-CA,Richvale,07CL,,07CL,39.49769974,-121.7710037
07CO,small_airport,Comanche Creek Airport,6620,NA,US,US-CO,Kiowa,07CO,,07CO,39.2635994,-104.427002
07CT,closed,TNT Heliport,430,NA,US,US-CT,Salem,,,,41.4529,-72.249603
07D,small_airport,Tackaberry Airport,764,NA,US,US-MI,Avoca,07D,,07D,43.0644989,-82.72380066
07FA,small_airport,Ocean Reef Club Airport,8,NA,US,US-FL,Key Largo,07FA,OCA,07FA,25.3253994,-80.27480316
07FD,closed,Flying G Ranch STOLport,90,NA,US,US-FL,Lee,,,,30.417999,-83.283796
07FL,heliport,Southwest Florida Regional Medical Center Heliport,18,NA,US,US-FL,Fort Myers,07FL,,07FL,26.60540009,-81.85949707
07GA,small_airport,Alcovy Airport,750,NA,US,US-GA,Covington,07GA,,07GA,33.67499924,-83.76309967
07I,seaplane_base,Lake Monroe Seaplane Base,538,NA,US,US-IN,Bloomington,07I,,07I,39.05870056,-86.44609833
07ID,small_airport,Interstate Airport,4580,NA,US,US-ID,Malta,07ID,,07ID,42.27819824,-113.3050003
07II,heliport,St Vincent Jennings Hospital Heliport,740,NA,US,US-IN,North Vernon,07II,,07II,39.01060104,-85.64080048
07IN,small_airport,Gray Airport,750,NA,US,US-IN,Boggstown,07IN,,07IN,39.57369995,-85.91390228
07K,small_airport,Central City Municipal - Larry Reineke Field,1717,NA,US,US-NE,Central City,07K,,07K,41.11259842,-98.05169678
07KS,small_airport,Heape Field,1321,NA,US,US-KS,Augusta,07KS,,07KS,37.73419952,-96.93669891
07KY,small_airport,Blue Lick Airport,532,NA,US,US-KY,Louisville,07KY,,07KY,38.08060074,-85.69329834
