Agency Name,DSGN_CODE,DBA,Cert_No,Address Line 1,Address Line 2,Address Line 3,City,State/Province,Country ,Postal Code,Agency Phone Number,Agency Email,Accountable Manager,Accountable Manager Phone Number,Accountable Manager Email,Liaison,Liaison Phone Number,Liaison Email,Rating - Accessory,Rating - Airframe,Rating - Instrument,Rating - Limited,Rating - Powerplant,Rating - Propeller,Rating - Radio,Bilateral Agreements,Update_Date,
ROHR INC,PA3R,,PA3R755L,850 LAGOON DRIVE,,,CHULA VISTA,CA,UNITED STATES,91910,,,"NAVA, GLEN",6196916146,glen.nava@collins.com,GLEN NAVA,6196912564,glen.nava@collins.com,Limited,Limited,,,Limited,,,"EASA, United Kingdom",3/9/2026,
ROLLS-ROYCE CORPORATION,7OR2,DBA ON WING SERVICES,7OR2709D,421 DAVIDSON DR,,,SAVANNAH,GA,UNITED STATES,31408,,,"WYCKOFF, TIMOTHY J",,,RANDY THURMAN,9125178348,randy.thurman@rolls-royce.com,Limited,Limited,,,Limited,,,EASA,3/9/2026,
,7ORR,DBA ON WING SERVICES,7ORR709D,2135 HOFFMAN ROAD,,,INDIANAPOLIS,IN,UNITED STATES,46241,8662306942,,"WYCKOFF, TIMOTHY J.",3172401221,,"ROSS, TONY",3177099633,tony.ross2@rolls-royce.com,Limited,Limited,,,Limited,,,"EASA, TCCA (Canada), United Kingdom",3/9/2026,
ROLLS-ROYCE DEUTSCHLAND LTD AND CO KG,7B6Y,,7B6Y740C,"ESCHENWEG 11, DAHLEWITZ",,,BLANKENFELDE-MAHLOW,,GERMANY,D-15827,,,"APPEL, STEFFEN  DR.",,,JENS HOPKEN,,jens.hopken@rolls-royce.com,Limited,,,,Limited,,,,3/9/2026,
ROLLS-ROYCE PLC,DR5Y,,DR5Y815M,NO. 9 GATE,WILMORE ROAD,,DERBY,ENG,UNITED KINGDOM,DE24 9GJ,+441332260799,,"KEENAN, PAUL",,,"DIXON, VINCENT",440782535,vincent.dixon@rolls-royce.com,Limited,Limited,,,Limited,,,,3/9/2026,
ROMAERO S A,R3OY,,R3OY355N,ROMAERO S. A.,"44, FICUSULUI BOULEVARD, SECTOR 1",,BUCHAREST,,ROMANIA,013975,,,"MARTIN, GHEORGHE",,,,,,Limited,Limited,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,
"ROMANAIR WDR, INC",ROMR,,ROMR410E,839 RONALD WOOD RD,,,WINDER,GA,UNITED STATES,30680,7706874001,,"GORDY, KYLE",,,DREW MANCINI,,,,Limited,Limited,,,,Limited,,3/9/2026,
"ROMANESCHI, ROBERT W, AND DEVONNE K",A6HR,"DBA ARIZONA HOT AIR
   AIR REPAIR, LLC",A6HR326J,8355 CAMINO DE ORO,,,PEORIA,AZ,UNITED STATES,85383,,,"ROBERT W. ROMANESCHI,",,,"ROMANESCHI, ROBERT W",6024697262,aerialmco@gmail.com,,Limited,,,,,,,3/9/2026,
ROMAVIA AIRCRAFT COMPONENTS INC,VO8R,,VO8R091X,8038 NW 67TH STREET,,,MIAMI,FL,UNITED STATES,33166,3056298527,romavia@bellsouth.net,"MARRUJO, EDWARD",,,"MEDINA, GREGORY",3056298527,,Limited,,,,,,,EASA,3/9/2026,romavia@bellsouth.net
ROMI INDUSTRIES INC,RO6R,,RO6R583J,25443 RYE CANYON RD.,,,VALENCIA,CA,UNITED STATES,91355,6612941142,romiinc@att.net,"PATEL, JAYANT",,,"PATEL, JAYANT",6612941142,romiinc@att.net,,Limited,,,,,,,3/9/2026,romiinc@att.net
ROMPEC AEROSPACE INC,R07R,,R07R051X,3839 N. 39TH AVENUE,,,PHOENIX,AZ,UNITED STATES,85019,6022786344,,"ILIOI, MIHAI (MIKE)",6022786344,,"ILIOI, MIHAI (MIKE)",6022786344,mike@rompec.com,Limited,,,,Limited,,,"EASA, United Kingdom",3/9/2026,
ROSE AIRCRAFT SERVICE INC,HR2R,,HR2R882K,132 FLIGHT LANE,,,MENA,AR,UNITED STATES,71953,,jkrose@roseaircraft.com,"ROSE, KEITH",,,"ROSE, KEITH",4793942551,jkrose@roseaircraft.com,Limited,Limited,Limited,SpecializedService,Limited,,Limited,,3/9/2026,jkrose@roseaircraft.com
ROSEMOUNT AEROSPACE INC,RJLR,,RJLR391K,14300 JUDICIAL ROAD,,,BURNSVILLE,MN,UNITED STATES,55306,,,"GENTZ, ANDY",9528928027,andrew.gentz@utas.utc.com,"BINION, ALLAN",9528924182,allan.binion@collins.com,"Class 1, Class 2, Class 3, Limited",,"Class 1, Class 2, Class 3, Class 4",,,,,"EASA, United Kingdom",3/9/2026,
"ROSEN AVIATION, LLC",R97R,,R97R316Y,1020 OWEN LOOP SOUTH,,,EUGENE,OR,UNITED STATES,97402,5413423802,,"JONES, TADASHI",,tjones@rosenaviation.com,"JONES,  TADASHI",5414344716,tjones@rosenaviation.com,Limited,,,,,,Limited,EASA,3/9/2026,
"ROSS, GILBERT A",X4GR,DBA ROSS AVIATION,X4GR174Y,3413 WHITE BARK PINE STREET,,,LAS VEGAS,NV,UNITED STATES,89129,,,"ROSS, GILBERT A.",,,"ROSS, GILBERT ALEXANDER",8185221785,rossaviation@gmail.com,,Limited,Limited,,,,"Class 1, Class 2, Limited",,3/9/2026,
ROSSI AIRCRAFT INC,ZRSR,,ZRSR378L,1903 EMBARCADERO ROAD,,,PALO ALTO,CA,UNITED STATES,94303,6504933326,alberto@rossiaircraft.com,"ROSSI, ALBERTO",6504933326,rossi@ihot.com,"ROSSI, ALBERTO",6504933326,,,"Class 3, Limited",Limited,,Limited,,Limited,,3/9/2026,alberto@rossiaircraft.com
ROTABLE REPAIRS LIMITED,RXWY,,RXWY824X,20 PROGRESS ROAD,,,LEIGH-ON-SEA,ENG,UNITED KINGDOM,SS9 5PR,0170-252-9888,info@rotablerepairs.com,"CROFT, BRYAN",0170-252-9888,bryan.croft@rotablerepairs.co.uk,"HUTCHIN, PETER",,peter.hutchin@rotablerepairs.com,Limited,Limited,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,info@rotablerepairs.com
ROTAIR AEROSPACE CORPORATION,OHBR,,OHBR591K,964 CRESCENT AVE.,,,BRIDGEPORT,CT,UNITED STATES,06607,2035766545,wes@rotair.com,"HARRINGTON, WES",,,MICHAEL BOGAN,2033343590,michaelb@rotair.com,Limited,,,,,,,,3/9/2026,wes@rotair.com
ROTOR QUALITY LLC,Q6OR,,Q6OR090B,7804 E. FUNSTON,SUITE 223,,WICHITA,KS,UNITED STATES,67207,,,"NGUYEN, TUAN",,,"NGUYEN, TUAN",3164250418,traudien4951@yahoo.com,,,Class 3,,,,,,3/9/2026,
ROTOR RESOURCES LLC,11RR,,11RR014B,169 COMMODORE PATH,,,HIRAM,GA,UNITED STATES,30141,7708740970,,"CAFFREY, MARK JOSEPH",,clearing@bellsouth.net,,,,,Limited,Limited,,Limited,,Limited,,3/9/2026,
ROTOR-TECH INTERNATIONAL PTY. LTD.,RTAY,"DBA UNITED AERO GROUP
   GROUP AUSTRALIA",RTAY270E,216 LAVARACK AVE,,,EAGLE FARM,QLD,AUSTRALIA,4009,610480381,michael.williamson@unitedaerogroup.com,"WILLIAMSON, MICHAEL S.",,,,,,,,,Rotor Blades,,,,,3/9/2026,michael.williamson@unitedaerogroup.com
"ROTORCRAFT LEASING COMPANY, LLC.",YTRR,DBA RLC,YTRR264L,430 NORTH EOLA ROAD,,,BROUSSARD,LA,UNITED STATES,70518,3378376038,,"PELTIER, JEFFREY P.",3378376038,jpeltier@rlcllc.net,"PELTIER, JEFF",3378376038 EXT. 1089,jpeltier@rlcllc.net,,Limited,Limited,NonDestructiveTst,Limited,,Limited,,3/9/2026,
ROTORCRAFT MAINTENANCE LLC,JSDR,,JSDR363F,8850 AIRPORT BLVD,,,LEESBURG,FL,UNITED STATES,34788,,,"FINK, ROGER",,,"ROGER, FINK",3523659077,roger.f@firehawk.email,,Limited,Limited,Landing Gear,Limited,,Limited,,3/9/2026,
ROTORCRAFT REPAIR & MANUFACTURING LLC,RRMR,,RRMR144E,913 PLAZA DRIVE,,,POCAHONTAS,AR,UNITED STATES,72455,,,"HARDAGE, SETH",,,SETH HARDAGE,8702021454,seth.hardage@rotorcraft.biz,,Limited,,"NonDestructiveTst, Rotor Blades",,,,,3/9/2026,
ROTORCRAFT SUPPORT INC,YT2R,,YT2R331L,67 D STREET,,,FILLMORE,CA,UNITED STATES,93015,8189977667,phil@rotorcraftsupport.com,"DIFIORE, PHILLIP G.",,,"DIFIORE, PHILLIP G",8189977667,phil@rotorcraftsupport.com,,Limited,,,Limited,,,EASA,3/9/2026,phil@rotorcraftsupport.com
ROTORTECH SERVICES INC,O38R,,O38R249Y,4095 SOUTHERN BLVD.,,,WEST PALM BEACH,FL,UNITED STATES,33406,5616846000,,"MCPHAIL, WALTER",,,"MCPHAIL, WALTER",5617123202,,,Limited,,,Limited,,,EASA,3/9/2026,
ROTORTRADE USA INC,RTUR,,RTUR647E,ARNOLD PALMER REGIONAL AIRPORT,"148 AVIATION LANE, HANGAR 21, SUITE",,LATROBE,PA,UNITED STATES,15650,7245204405,dan.mansfield@rotortrade.com,"MANSFIELD, DANIEL J.",,dan.mansfield@rotortrade.com,,,,Limited,Limited,Limited,,Limited,,Limited,,3/9/2026,dan.mansfield@rotortrade.com
ROTRON INC,AN1R,DBA AMETEK ROTRON,AN1R014K,55 HASBROUCK LANE,,,WOODSTOCK,NY,UNITED STATES,12498,8456792401,,"QUACH, KATHERINE",8456791371,katherine.quach@ametek.com,"QUACH, KATHERINE",8456613829,katherine.quach@ametek.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
ROUSH INDUSTRIES INC,J23R,"DBA ROUSH AVIATION
DBA ROUSH TECHNOLOGIES, INC.",J23R273Y,12447 LEVAN RD.,,,LIVONIA,MI,UNITED STATES,48150,7347797006,,"DRAPER, PAUL",7347797173,paul.draper@roush.com,PAUL DRAPER,7347797173,paul.draper@roush.com,Limited,,,"NonDestructiveTst, SpecializedService",Limited,,,,3/9/2026,
ROVER AEROSPACE INC,T0LR,DBA ALTIMA TECHNOLOGIES,T0LR538Y,860 W 84TH STREET,,,HIALEAH,FL,UNITED STATES,33014,3055947799,jorge@altimatechnologies.com,"DE LA PAZ, JORGE L",,,HERMINIO CUEVAS,3055947799,herminiocuevas@altimatechnologies.com,Class 3,,"Class 1, Class 2, Limited",,,,Limited,EASA,3/9/2026,jorge@altimatechnologies.com
ROYAL AIR INC,BUHR,,BUHR637C,2141 AIRPORT ROAD,,,WATERFORD,MI,UNITED STATES,48327,,,"INGERSOLL, SCOTT R.",,,"INGERSOLL, SCOTT R.",2486663070,singersoll@royalair.com,Limited,"Class 3, Limited",Limited,SpecializedService,Limited,Limited,"Class 1, Class 2, Class 3",,3/9/2026,
ROYAL AIRCRAFT MAINTENACE COMPANY DWC-LLC,RA4Y,DBA RAMC,RA4Y510E,MBR AVIATION DISTRICT,"DUBAI SOUTH , ASC-B2 WAREHOUSE 6&7,",,DUBAI,,UNITED ARAB EMIRATES,,,,"EL HALABI, IMAD EDDINE EL HALABI EDDINE",,imad@royalmro.com,RAED KHALED AL-QUTOB,971428483 EXT. 104,qam@royalmro.com,,,,,Limited,,,,3/9/2026,
"ROYAL AIRCRAFT SERVICES, LLC",JZRR,,JZRR651K,18335 AIRPARK ROAD,,,HAGERSTOWN,MD,UNITED STATES,21742,,sergio.novato@tam.com.br,"NIXON, DONNA",3017913642,donna@royalaircraft.com,DONNA NIXON,3017913642 EXT. 205,,Limited,"Class 1, Class 3",Limited,,Limited,,Limited,,3/9/2026,sergio.novato@tam.com.br
RSA ENGINEERED PRODUCTS LLC.,UZ3R,,UZ3R911L,110A WEST COCHRAN STREET,,,SIMI VALLEY,CA,UNITED STATES,93065,8055844150,,"GOLANDAZ, MUHIB",,muhib golandaz <muhib.golandaz@trimas.com>,"GOLANDAZ, MUHIB",8055844150 EXT. 5150,smuhib.golandaz@trimas.com,Limited,Limited,,SpecializedService,,,,EASA,3/9/2026,
RSG AVIATION INC,RV1R,,RV1R466K,3901 N. MAIN STREET,HANGAR 2S,,FORT WORTH,TX,UNITED STATES,76106,,,"MARAH, DONN JERRY",8176250192 EXT. 429,jcreighton@rotorcraftservices.com,DONN J. MARAH,8176250192 EXT. 202,dmarah@rotorcraftservices.com,,Limited,Limited,SpecializedService,Limited,,Limited,,3/9/2026,
"RSM HOLDING, LLC",1ORR,,1ORR139B,935 AIRPORT SERVICE ROAD,SUITE 1500,,NASHVILLE,TN,UNITED STATES,37214,,,"GILLARD, COREY",,corey.gillard@airlinems.com,"GILLARD, COREY",9312733205,corey.gillard@airlinems.com,,Limited,,,Limited,,,,3/9/2026,
RSW PRODUCTS INC,R9WR,,R9WR052O,2157 CROMWELL STREET,,,HOUSTON,TX,UNITED STATES,77093,,,"THOLL, TORA",2815906428,,"THOLL, TORA",,tora@rswproducts.com,,,,NonDestructiveTst,,Limited,,,3/9/2026,
RTF AVIONICS INC,RTFR,"DBA RTF AVIONICS &
   & ACCESSORIES, INC",RTFR862D,8141 NW 74 AVENUE,,,MEDLEY,FL,UNITED STATES,33166,,,"FUENZALIDA, PEDRO T",7862713706,pedro@rtfavionics.com,PEDRO T FUENZALIDA,,rfq@rtfavionics.com,Limited,,,,,,,EASA,3/9/2026,
"RTS AVIATION SERVICES, LLC",5RTR,,5RTR875C,"7155 VALJEAN AVENUE, HANGAR 4",,,VAN NUYS,CA,UNITED STATES,91406,,,"SCHMALTZ, MARK L",,,"SCHMALTZ, MARK",8188552228,mark@rts.aero,Limited,Limited,Limited,,Limited,Limited,Limited,,3/9/2026,
RUAG LTD,4R4Y,,4R4Y676D,SEETALSTRASSE 175,,,EMMEN,,SWITZERLAND,CH6032,,,"MARKUS, NIEVERGELT",,,ARMIN KNOBEL,,armin.knobel@ruag.ch,Limited,Limited,Limited,"Landing Gear, NonDestructiveTst",Limited,Limited,Limited,,3/9/2026,
RUBY VALLEY AVIATION LLC,Y5VR,,Y5VR482Y,11 CITATION DRIVE,P.O. BOX 235,,TWIN BRIDGES,MT,UNITED STATES,59754,4066845335,kendra@rubyvalleyaviation.com,"HORN, KENDRA",,kendra@rubyvalleyaviation.com,"HORN, KENDRA",4066845335,kendra@rubyvalleyaviation.com,,"Class 3, Limited",Limited,Aircraft Fabric,Limited,,Limited,,3/9/2026,kendra@rubyvalleyaviation.com
RUDOLF FRITZ GMBH,RIUY,,RIUY632Y,HANS-SACHS-STRASSE 19,,,RUESSELSHEIM,,GERMANY,D-65428,+49 6142 698390,nickel-werner@rudolf-fritz.de,"NICKEL, WERNER",+49 6142698465,,"KOM, MOISE GUEMKAM",,guemkam_kom-moise@rudolf-fritz.de,Limited,,,SpecializedService,,,,,3/9/2026,nickel-werner@rudolf-fritz.de
RUDY AIRCRAFT INSTRUMETNS INC,RIZR,,RIZR316K,4711 OLD BOWMAN ROAD,,,RUDY,AR,UNITED STATES,72952,4794748759,rudyaircraft@yahoo.com,"MCINTOSH, MICHAEL L.",,,"MCINTOSH, MICHAEL",4794748759,rudyaircraft@yahoo.com,,,"Class 1, Class 2, Class 3, Class 4",,,,,,3/9/2026,rudyaircraft@yahoo.com
RUGGED INFORMATION TECHNOLOGY EQUIPMENT CORPORATIO,9RIR,DBA RITEC,9RIR104C,25 EAST EASY STREET,,,SIMI VALLEY,CA,UNITED STATES,93065,8055779710,joseph@ritecrugged.com,"STELLA, CARL",8055779710,carl@ritecrugged.com,"HUBBARD,  DAN",8055779710,dhubbard@ritecrugged.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,joseph@ritecrugged.com
RVR MAINTENANCE LLC,V8XR,,V8XR259L,5070 SOUTH COLLINS ST,SUITE 200,,ARLINGTON,TX,UNITED STATES,76018,8176353400,rvr@rvrair.com,"WHITEHEAD, RON",,,"PETERSEN,  JOHN",8176353400,jp@rvrair.com,,Limited,,,Limited,,,,3/9/2026,rvr@rvrair.com
S & S TESTING,SSKR,,SSKR434X,115 HOLLOWAY SQ,,,SMYRNA,TN,UNITED STATES,37167,,,"WEBB, LESLIE RAY",,,"WEBB, LESLIE RAY",6156187626,r_jstanl@bellsouth.net,,,,NonDestructiveTst,,,,,3/9/2026,
"S & T AIRCRAFT ACCESSORIES, INC",CC2R,,CC2R737K,310 FM 483,,,NEW BRAUNFELS,TX,UNITED STATES,78130,8306257923,sales@st.aero,"DURBIN, NATHAN",8306257923,sales@st.aero,"DURBIN, THOMAS",8306257923,sales@st.aero,"Class 1, Class 2",,,,,,,EASA,3/9/2026,sales@st.aero
S C COMPANIA NATIONALA DE TRANSPORTURI AERIENE ROM,TRUY,,TRUY368X,CALEA BUCURESTILOR NR. 224F,"OTOPENI, JUDETUL ILFOV",,OTOPENI,,ROMANIA,075150,,,"WOLFF, WERNER-WILHELM",01140212014700,secrgen@tarom.ro,"DRAGAN, CRISINA",,cristina.dragan@tarom.ro,Limited,Limited,Limited,Landing Gear,Limited,Limited,Limited,,3/9/2026,
"S3 AERODEFENSE, LLC",9S3R,,9S3R896B,2101 W. CAMDEN ROAD,,,MILWAUKEE,WI,UNITED STATES,53209,,,"WNUK, JEFF",,,HASAN ALSALEH,4143511506 EXT. 128,hasana@s3aerodefense.com,Limited,,Limited,Landing Gear,,,Limited,EASA,3/9/2026,
S-TEC CORPORATION,FF2R,,FF2R818K,ONE S-TEC WAY,MUNICIPAL AIRPORT,,MINERAL WELLS,TX,UNITED STATES,76067,,,"KIDWELL, CLINTINA ""TINA"" M",,,"KIDWELL, CLINTINA M",8172157641 EXT. 7641,tina.kidwell@genesys-aerosystems.com,Limited,Limited,"Class 3, Class 4, Limited",,,,Limited,EASA,3/9/2026,
"S.E.A.L. AVIATION, LLC",9JBR,,9JBR401B,4090 SW 30TH AVE.,,,HOLLYWOOD,FL,UNITED STATES,33312,,,"BRISTOL, JEREL LEE",9544716458,jettankdog@aol.com,THOMAS CROUCH,,tomcrouch@sealaviation.com,,Limited,,"NonDestructiveTst, SpecializedService",,,,EASA,3/9/2026,
S&E CORPORATION PTE. LTD.,SNEY,,SNEY397E,19 KAKI BUKIT ROAD 3,EASTPOINT TERRACE,,SINGAPORE,,SINGAPORE,415881,,,"TANG, YONG SONG",,,NG CHONG JIN,,cjng@se-corporation.com,,Limited,,Equipment,,,,,3/9/2026,
SAA TECHNICAL SOC LTD,DW5Y,,DW5Y820M,"AIRWAYS PARK, JONES ROAD",O.R. TAMBO INTERNATIONAL AIRPORT,,KEMPTON PARK,GT,SOUTH AFRICA,1619,,,"NYUSWA, WELLINGTON",,,VHUTSHILOTSHITANGANO,,vhutshilotshitangano@flysaa.com,Limited,Limited,Limited,"Equipment, Landing Gear, NonDestructiveTst",Limited,,Limited,,3/9/2026,
SAAB AB-MALMSLATT/ARBOGA,AY5Y,,AY5Y744M,"SAAB AB,",NOBYMALMSVÄGEN 1,,LINKÖPING,,SWEDEN,SE-586 63,,,"ERIKSSON, STEFAN",,,"KARLSSON, CAMILLA",,camilla.karlsson@saabgroup.com,Limited,Limited,Limited,Landing Gear,,Limited,Limited,,3/9/2026,
"SAAB AB, HUSKVARNA",6STY,,6STY367B,STENSHOLMSVAGEN 20,,,HUSKVARNA,,SWEDEN,SE-561-39,,,"ÖBERG, PER-OLA",,,"ROGVALL, BENGT",,bengt.rogvall@saabgroup.com,Limited,,Limited,,,,,,3/9/2026,
SAAB GRINTEK DEFENCE (PTY) LTD,5G1Y,,5G1Y173D,SAAB GRINTEK DEFENCE (PTY) LTD.,185 WITCH-HAZEL AVENUE,,CENTURION,GT,SOUTH AFRICA,0157,,,"ISAAC, JAY",,,"KHOZA, THEMBA",,themba.khoza@za.saabgroup.com,,,Limited,,,,,,3/9/2026,
SABENA AEROSPACE ENGINEERING,SBEY,,SBEY985H,BRUSSELS AIRPORT,"BUILDING 117D, VLIEGVELD 117D",,MELSBROEK,,BELGIUM,B-1820,+32 2 723 4000,stephane.burton@sabena-engineering.com,"BURTON, STEPHANE",,,PATRICK LAMONTE,,patrick.lamonte@sabena-engineering.com,Limited,Limited,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,stephane.burton@sabena-engineering.com
SABENA TECHNICS - PGF,SNTY,,SNTY526E,AVENUE MAURICE BELLONTE,AEROPORT DE PERPIGNAN-RIVESALTES,,PERPIGNAN,,FRANCE,66000,+33(0)468637000,,"MADIOT, VINCENT",,,CHRISTOPHE HERDA,,christophe.herda@sabenatechnics.com,,Limited,,,,,,,3/9/2026,
SABENA TECHNICS BGC,4KKY,,4KKY793D,7 BOULEVARD HENRI ZIEGLER,ZAC ANDROMEDE,,BLAGNAC,,FRANCE,31700,,,"AUCELLI, FRANCESCO",,,"PONCIN, BERTRAND",,bertrand.poncin@sabenatechncs.com,Limited,,,,Limited,,,,3/9/2026,
SABENA TECHNICS BOD,OEQY,,OEQY747L,AEROPORT DE BORDEAUX MERIGNAC,,,MERIGNAC,,FRANCE,33693,33556554000,pierre-emmanuel.wolff@sabenatechnics.com,"CASALE, THIERRY",,,"GUIPOUY, PHILIPPE",,philippe.guipouy@sabenatechnics.com,Limited,Limited,Limited,"Landing Gear, NonDestructiveTst",Limited,,Limited,,3/9/2026,pierre-emmanuel.wolff@sabenatechnics.com
SABENA TECHNICS DNR,XD6Y,,XD6Y805J,BOIS DE PONTHUAL,AEROPORT DE DINARD-PLEURTUIT-ST MAL,,SAINT LUNAIRE,,FRANCE,35800,,,"DELISLE, PHILIPPE",,,"DECHAMPS, FREDERIC",,frederic.deschamps@sabenatechnics.com,Limited,Limited,Limited,"Equipment, Landing Gear, NonDestructiveTst",Limited,Limited,Limited,,3/9/2026,
SABENA TECHNICS FNI,STFY,,STFY191E,AEROPORT DE NIMES-GARONS,,,SAINT GILLES,,FRANCE,30800,330466707200,philippe.fournadet@sabenatechnics.com,"FOURNADET, PHILIPPE",,,"ZUCKER, DAVID",,david.zucker@sabenatechnics.com,Limited,Limited,,"Equipment, Landing Gear, NonDestructiveTst",,,,,3/9/2026,philippe.fournadet@sabenatechnics.com
SABER AIRCRAFT SERVICES LLC,3MTR,,3MTR418B,522 SKYWAY STREET,,,PUEBLO,CO,UNITED STATES,81001,,,"FRUSHOUR, RYAN W.",7203692259,,RYAN FRUSHOUR,,ryan.frushour@saberav.com,,Limited,Limited,,,,Limited,,3/9/2026,
SACOMPONENT SERVICES (IRELAND) LIMITED T/A STANDAR,3PTY,DBA STANDARDAERO,3PTY238B,IDA BUSINESS & TECHNOLOGY PARK,,,CARRIGTWOHILL,,IRELAND,T45 VA06,,,"O'BRIEN, JOHN",,,"LEONARD, TOM",,tom.leonard@standardaero.com,Limited,,,,,,,,3/9/2026,
"SAF INDUSTRIES, L L C",GK0R,DBA GARKENYON TECHNOLOGIES,GK0R519Y,106 EVANSVILLE AVE.,,,MERIDEN,CT,UNITED STATES,06451,,jim@showcopters.com,"CYBART, MICHAEL",2033172660,,"MCCALL, JODI",2033172634,jodi.mccall@garkenyon.com,Limited,,,,,,,EASA,3/9/2026,jim@showcopters.com
SAFARAN HELICOPTER ENGINES UK LIMITED,8TMY,,8TMY778C,"CONCORDE WAY, SEGENSWORTH NORTH,",,,FAREHAM,ENG,UNITED KINGDOM,PO15 5RL,,,"EARL, NICHOLAS",+44 1489 563903,nicholas.earl@safrangroup.com,MICHAEL SHAW,,michael.shaw@safrangroup.com,Limited,,,,Limited,,,,3/9/2026,
"SAFE FLIGHT INSTRUMENT, LLC",QA1R,DBA SAFE FLIGHT,QA1R419K,20 NEW KING STREET,,,NORTH CASTLE,NY,UNITED STATES,10602,9149469500,,"GREENE, MATTHEW",,,"MAIELLANO, DONATO",9149469500,dmaiellano@safeflight.com,Limited,,Limited,,,,,"EASA, United Kingdom",3/9/2026,
SAFETECH USA INC,5CIR,,5CIR425B,1625 CRESCENT CIRCLE,SUITE 309,,CARROLLTON,TX,UNITED STATES,75006,,,"BANE, BETSY",,betsy.bane@skaerosafetygroup.com,MIKE VILLA,2143902792,mvilla@semcoaerospace.com,Limited,,,Equipment,,,,EASA,3/9/2026,
,QLCR,,QLCR829X,5383   WEST 86TH STREET,,,INDIANAPOLIS,IN,UNITED STATES,46268,3172431800,,"RAMIREZ, STEPHANIE",,,STEPHANIE RAMIREZ,3172431800,sramirez@safetech-usa.com,,,,Equipment,,,,EASA,3/9/2026,
,SMER,,SMER451X,"SAFETECH USA, INC.",2891 NW 75TH STREET,,MIAMI,FL,UNITED STATES,33147,,,"PONJUAN, ARISTIDES",,,"HOLLEY, ROBERT",,david.ayala@safetech-usa.com,,,,Equipment,,,,EASA,3/9/2026,
,UZYR,,UZYR394Y,777 WHARTON DRIVE,SUITES A/B1,,ATLANTA,GA,UNITED STATES,30336,,,"DONELSON, CHRIS",,chris.donelson@safetech-usa.com,"DONELSON, CHRIS",4046912550,chris.donelson@safetech-usa.com,,,,"Equipment, SpecializedService",,,,EASA,3/9/2026,
,WV1D,,WV1D599K,58 FIREFLY DRIVE,,,RIDGELAND,SC,UNITED STATES,29936,8435471200,hh@safetech-usa.com,"HOLLEY, ROBERT",,,MATTHEW DI GUARDI,8435471200,matt.diguardi@safetech-usa.com,,,,"Equipment, SpecializedService",,,,EASA,3/9/2026,hh@safetech-usa.com
,WV12,,WV12599K,17907 ARENTH AVE,,,CITY OF INDUSTRY,CA,UNITED STATES,91748,2814461777,hh@safetech-usa.com,"HOLLEY, ROBERT",,,ROBERT HOLLEY,,hh@safetech-usa.com,,,,Equipment,,,,"EASA, United Kingdom",3/9/2026,hh@safetech-usa.com
"SAFETECH USA, INC",WV1R,,WV1R599K,1230 WILSON ROAD CT,,,HUMBLE,TX,UNITED STATES,77396,2814461777,hh@safetech-usa.com,"HOLLEY, ROBERT",2814461777,hh@safetech-usa.com,"HOLLEY, ROBERT",2814461777,hh@safetech-usa.com,Limited,Limited,,"Equipment, SpecializedService",,,,EASA,3/9/2026,hh@safetech-usa.com
SAFETY AERO INC,ALSR,,ALSR869D,16200 NW 59TH. AVENUE,SUITE 108,,MIAMI LAKES,FL,UNITED STATES,33014,,cfiirich@tds.net,"MEJIA, JORGE",7862087757,jm@safety-aero.com,JORGE MEJIA,,jm@safety-aero.com,Limited,,,"Equipment, Landing Gear",,,,"EASA, United Kingdom",3/9/2026,cfiirich@tds.net
SAFRAN AERO BOOSTERS S. A.,T2EY,,T2EY708J,"ROUTE DE LIERS, 121",,,HERSTAL,,BELGIUM,B-4041,,,"LEPOT, FRANCOIS",32 42 78 8126,francois.lepot@safrangroup.com,"COLLIN, JEAN MICHEL",,jean-michel.collin@safrangroup.com,Limited,,,,,,,,3/9/2026,
SAFRAN AERO COMPOSITE,FSAY,,FSAY107E,1 RUE DE L'INNOVATION,,,COMMERCY,,FRANCE,55200,33 3 29 46 00 00,pierre.guillaume@safrangroup.com,"GUILLAUME, PIERRE",,,FRANCOIS XAVIER BENET,,francois-xavier.benet@safrangroup.com,Limited,,,,,,,,3/9/2026,pierre.guillaume@safrangroup.com
SAFRAN AEROSYSTEMS,AQRY,,AQRY273X,61 RUE PIERRE CURIE,,,PLAISIR,,FRANCE,78370,33161342323,joel.berkoukchi@safrangroup.com,"BERKOUKCHI, JOEL",,,"BEGIN, VALERIE",,valerie.begin@safrangroup.com,Limited,Limited,,Landing Gear,,Limited,Limited,,3/9/2026,joel.berkoukchi@safrangroup.com
"SAFRAN AEROSYSTEMS SERVICES AMERICAS, LLC",I2XR,,I2XR205O,W175N5737 TECHNOLOGY DRIVE,,,MENOMONEE FALLS,WI,UNITED STATES,53051,2622931000,jeff.rogers@safrangroup.com,"ROGERS, JEFF",2622931055,jrogers@zodiac.com,"RITZMAN, TODD",2622931049,todd.ritzman@safrangroup.com,Limited,,Limited,,,,,"EASA, United Kingdom",3/9/2026,jeff.rogers@safrangroup.com
